2025-09-19 21:17:56|APLS|Dunlop A. Sinclair|S|22.95|-31092
2025-09-19 21:17:01|NVDA|Robertson Donald F Jr|S|176.37|-3500
2025-09-19 21:05:27|NVDA|Kress Colette|S|176.4|-50500
2025-09-19 18:13:41|MGNI|Caine Paul|S|25|-7500
2025-09-19 17:49:58|NGS|Taylor Stephen Charles|S|27.5|-63
2025-09-19 17:34:59|IDR|Brackebusch Grant A|S|29.52|-15937
2025-09-19 16:49:07|UTHR|Olian Judy D.|S|415.43|-1800
2025-09-19 16:38:46|CBKM|Mikes Suzanne N|P|22.95|205
2025-09-19 16:25:48|PATH|Dines Daniel|S|11.92|-122733
2025-09-19 16:15:08|MGNI|Saltz Aaron|S|24.5|-8522
2025-09-23 18:52:14|COCO|Kirban Michael|S|41.54|-20000
2025-09-23 18:39:31|TRAK|Fields Randall K|S|17.47|-7000
2025-09-23 17:32:22|XOMA|Burns Thomas M.|S|35.99|-4330
2025-09-23 17:27:02|IHT|Wirth James F|S|18527|-10000
2025-09-23 17:22:30|IOT|Eltoukhy Adam|S|39.4|-4767
2025-09-23 17:16:30|QLYS|Posey Bruce K|S|136.18|-525
2025-09-23 16:57:37|RNA|Hughes Steven George|S|40.58|-2208
2025-09-23 16:54:45|ATI|Fields Kimberly A|S|80.33|-20312
2025-09-23 16:50:50|QCOM|Grech Patricia Y|S|170|-201
2025-09-23 16:47:35|TEAM|Cannon-Brookes Michael|S|170.2|-7665
2025-09-23 16:47:17|TEAM|Farquhar Scott|S|170.2|-7665
2025-09-23 16:43:57|FTI|Pferdehirt Douglas J.|S|38.59|-712843
2025-09-23 16:38:27|FTI|Melin Alf|S|38.61|-113760
